match_id,home_team,away_team,competition,date,kickoff_datetime,neutral_venue
760515,Quarterfinal 3 Winner,Quarterfinal 4 Winner,FIFA World Cup,2026-07-15,2026-07-15 19:00,
760515,Quarterfinal 3 Winner,Quarterfinal 4 Winner,UEFA Champions League,2026-07-15,2026-07-15 19:00,
760515,Quarterfinal 3 Winner,Quarterfinal 4 Winner,Premier League,2026-07-15,2026-07-15 19:00,
760515,Quarterfinal 3 Winner,Quarterfinal 4 Winner,La Liga,2026-07-15,2026-07-15 19:00,
